ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
57576737,MT,IP-041203-U5Y-1,KIA,KIA SLOVAKIA,KIA SLOVAKIA SRO,,E4*2007/46*1299*12,CD,BCP61,D61K12,KIA,CEED,M1,M1,1,2030,1733,29,32,2650,1585,1583,PETROL/ELECTRIC,P,1580,44,,,,,,,P,2021,,,
57576738,MT,IP-2019_53615D-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,E9*2007/46*3146*09,X,XZ15,XZ15VD0,VOLVO,XC40,M1,M1,1,2120,1728,147,166,2702,1601,1626,PETROL,M,1477,120,,,,,,,P,2021,,,
57576739,MT,IP-04KMH-2018-0930,HYUNDAI,HYUNDAI,HYUNDAI MOTOR COMPANY,,E4*2007/46*1259*06,OS,F5E11,E11B11,HYUNDAI,KONA,M1,M1,1,2170,1892,0,0,2600,1564,1575,ELECTRIC,E,,150,147,,,,,,P,2021,,,
57576740,MT,IP-MQB27SZ_A1_0539-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDLAA,FM6SFM6AJ0214BI3A1AAC,SEAT,ARONA,M1,M1,1,1680,1329,109,121,2552,1505,1485,PETROL,M,999,81,,E9 29,,1.1,,,P,2021,,,
57576741,MT,IP-0021-JT_1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*02,AB1,KGB40(H),KGB40R-AHMGKW(2U),TOYOTA,AYGO,M1,M1,1,1240,1019,93,114,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576742,MT,IP-JAA1AGDTL4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*03,RJA,BD2,AG6TA19A5000,RENAULT,CLIO,M1,M1,1,1702,1376,94,110,2583,1506,1494,DIESEL,M,1461,63,,,,,,,P,2021,,,
57576743,MT,IP-09-JN1-2018-0002,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*04,J11,A,A14,NISSAN,QASHQAI,M1,M1,1,1955,1588,102,140,2646,1560,1560,DIESEL,M,1461,85,,,,,,,P,2021,,,
57576744,MT,IP-2018_1437-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1912*09,F2CLA,33H9T2,FZAA150A,MERCEDES BENZ,CLA 180,M1,M1,1,1945,1560,123,137,2729,1613,1613,PETROL,M,1332,100,,E1 29,,1.2,,,P,2021,,,
57576745,MT,IP-MQB27SZ_A3_0549-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1985*08,C1,DLAAACX05,FD7FD7CW0094BI1AAAG,VOLKSWAGEN,T-CROSS,M1,M1,1,1770,1441,112,147,2551,1526,1508,PETROL,M,999,81,,,,,,,P,2021,,,
57576746,MT,IP-HMH___MA5_5310-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*08,U,P,HMHDX1B100,OPEL,CORSA,M1,M1,1,1550,1182,93,123,2540,1490,1490,PETROL,M,1199,55,,,,,,,P,2021,,,
57576747,MT,IP-0022-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E6*2007/46*0349*02,P,S,CFB7H1B000,CITROEN,C1,M1,M1,1,1240,1023,85,110,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576748,MT,IP-MQB27SZ_A1_0539-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDLAA,FM3SFM3AJ0214BI3A1AAD,SEAT,ARONA,M1,M1,1,1680,1335,109,121,2552,1505,1485,PETROL,M,999,81,,E9  28 29,,1.9,,,P,2021,,,
57576749,MT,IP-050531-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0090*01,AC3,B5P11,M53A11,HYUNDAI,I10,M1,M1,1,1410,1130,104,120,2425,1467,1478,PETROL,M,998,49,,,,,,,P,2021,,,
57576750,MT,IP-F16A1RNP6TAY_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2007/46*6697*03,F16,A,A02,NISSAN,JUKE,M1,M1,1,1700,1387,118,142,2636,1560,1552,PETROL,M,999,86,,,,,,,P,2021,,,
57576751,MT,IP-13-SJN-2017-0008,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2007/46*6537*01,ZE1,A,A02,NISSAN,LEAF,M1,M1,1,1995,1705,0,0,2700,1540,1555,ELECTRIC,E,,85,171,,,,,,P,2021,,,
57576752,MT,IP-MQB27SZ_A1_0539-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDLAA,FM6SFM6J0214BI3A1BAD,SEAT,ARONA,M1,M1,1,1680,1344,112,126,2552,1505,1485,PETROL,M,999,81,,E9  28 29,,1.9,,,P,2021,,,
57576753,MT,IP-0000541-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1675*10,F2AT,6Y32,IAW50000,BMW,225XE IPERFORMANCE,M1,M1,1,2180,1836,41,35,2670,1557,1558,PETROL/ELECTRIC,P,1499,92,135,,,,,,P,2021,,,54
57576754,MT,IP-04-JSA-2018-1019,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E6*2007/46*0253*01,GJ,B74V,MT/L,SUZUKI,JIMNY,M1,M1,1,1435,1231,154,178,2250,1395,1405,PETROL,M,1462,75,,E4 28,,0.7,,,P,2021,,,
57576755,MT,IP-PQ12ZZZ_A2_0503-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1167*31,AA,ABEBMA,FA1FA1CZ0020GAVR0N1EVW1,VOLKSWAGEN,UP,M1,M1,1,1530,1318,0,0,2417,1412,1408,ELECTRIC,E,,61,146,,,,,,P,2021,,,
57576756,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,)",MXPH11(H),MXP11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576757,MT,IP-A03A5MT_2_15_00-MMC-1,RENAULT-NISSAN-MITSUBISHI,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD,,E1*2007/46*0951*13,A00,A0411,ACBBA5B5BAAA,MITSUBISHI,SPACE STAR,M1,M1,1,1340,1062,108,121,2450,1430,1415,PETROL,M,1193,59,,,,,,,P,2021,,,
57576758,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,M",MXPH11(H),MXPH11R-BHXNBW(2A0,TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576759,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,)",MXPH11(H),MXPH11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1294,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576760,MT,IP-000022-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2063*00,FML2E,XP32,0AW40000,MINI,COOPER SE,M1,M1,1,1770,1568,0,0,2495,1485,1485,ELECTRIC,E,,135,149,,,,,,P,2021,,,253
57576761,MT,IP-MQB27SZ_A1_0546-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*28,KJ,XDPCA,FD7SFD7CW0024BI3A1AAC,SEAT,ARONA,M1,M1,1,1720,1378,114,141,2552,1505,1485,PETROL,M,1498,110,,E9 29,,1.1,,,P,2021,,,
57576762,MT,IP-HMRMA51315-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E2*2007/46*0003*61,S,XHMR,V/BCJS,CITROEN,C3,M1,M1,1,1515,1188,98,130,2539,1483,1480,PETROL,M,1199,61,,,,,,,P,2021,,,
57576763,MT,IP-HMRMA51315-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E2*2007/46*0003*61,S,XHMR,V/BCJS,CITROEN,C3,M1,M1,1,1515,1188,98,130,2539,1483,1480,PETROL,M,1199,61,,,,,,,P,2021,,,
57576764,MT,IP-JBA1M6PJT4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*08,RJB,HE2,M66UA2AA5300,RENAULT,CAPTUR,M1,M1,1,1753,1415,123,135,2639,1554,1541,PETROL,M,999,67,,E9  E9 29 28,,1.8,,,P,2021,,,
57576765,MT,IP-03_312_0208-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0065*56,312,AYD1B,E25M,FIAT,500,M1,M1,1,1360,1144,62,83,2300,1413,1407,PETROL,H,999,52,,,,,,,P,2021,,,
57576766,MT,IP-52C1JLDJR5B_000-UU1-1,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E2*2001/116*0314*90,SD,07DS,JL5DA130M500,DACIA,LOGAN,M1,M1,1,1695,1396,98,121,2634,1497,1486,DIESEL,M,1461,70,,,,,,,P,2021,,,
57576767,MT,IP-YHY___MB6_212A-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0405*27,L,C,YHYPR2P000,PEUGEOT,308,M1,M1,1,1840,1443,91,119,2730,1565,1560,DIESEL,M,1499,75,,,,,,,P,2021,,,
57576768,MT,IP-2018_2407-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2001/116*0480*39,204X,R716T0,CZAA150A,MERCEDES BENZ,GLC 200 D,M1,M1,1,2455,1989,137,165,2873,1622,1620,DIESEL,M,1950,120,,,,,,,P,2021,,,
57576769,MT,IP-0022-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E6*2007/46*0350*02,P,S,CFB7H1B000,PEUGEOT,108,M1,M1,1,1240,1024,85,110,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576770,MT,IP-MQB27ZZ_A0_0213-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*1783*20,AW,ABDKLA,FM5FM5DF002N2VR24BF1CAO,VOLKSWAGEN,POLO,M1,M1,1,1610,1290,106,129,2551,1499,1483,PETROL,M,999,70,,,,,,,P,2021,,,
57576771,MT,IP-0022-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E6*2007/46*0350*02,P,S,CFB7H1B000,PEUGEOT,108,M1,M1,1,1240,1024,85,110,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576772,MT,IP-040926-KMH-1,HYUNDAI,HYUNDAI,HYUNDAI MOTOR COMPANY,,E4*2007/46*1259*07,OS,F5D21,D72AZ1,HYUNDAI,KONA,M1,M1,1,1850,1527,109,134,2600,1575,1584,DIESEL,M,1598,100,,,,,,,P,2021,,,
57576773,MT,IP-0021-JT_1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*02,AB1,KGB40(H),KGB40R-AHMGKW(2U),TOYOTA,AYGO,M1,M1,1,1240,1019,93,114,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576774,MT,IP-DGZ__EAT84552-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,4,DGZUC1J000,PEUGEOT,3008,M1,M1,1,2270,1931,125,160,2675,1601,1610,PETROL/ELECTRIC,P,1598,133,156,E2 28 29,,1.4,,,P,2021,,,61
57576775,MT,IP-HMRMA51315-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E2*2007/46*0003*61,S,XHMR,VBCJS,CITROEN,C3,M1,M1,1,1515,1188,98,130,2539,1483,1480,PETROL,M,1199,61,,,,,,,P,2021,,,
57576776,MT,IP-HMRMA51315-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E2*2007/46*0003*61,S,XHMR,VBCJS,CITROEN,C3,M1,M1,1,1515,1188,98,130,2539,1483,1480,PETROL,M,1199,61,,,,,,,P,2021,,,
57576777,MT,IP-0022-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E6*2007/46*0350*02,P,S,CFB7H1N000,PEUGEOT,108,M1,M1,1,1240,1024,85,110,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576778,MT,IP-05053-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0090*01,AC3,B5P11,M53A11,HYUNDAI,I10,M1,M1,1,1410,1130,104,120,2425,1467,1478,PETROL,M,998,49,,,,,,,P,2021,,,
57576779,MT,IP-0018-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0344*02,XP13M(A),NHP13(MH),NHP130R-CHXGBW(4R),TOYOTA,YARIS HYBRID,M1,M1,1,1565,1276,64,78,2510,1465,1455,PETROL,H,1497,54,,,,,,,P,2021,,,
57576780,MT,IP-JAA1AGDTL4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*03,RJA,BD2,AG6TA19A5000,RENAULT,CLIO,M1,M1,1,1702,1376,94,110,2583,1506,1494,DIESEL,M,1461,63,,,,,,,P,2021,,,
57576781,MT,IP-52D1JLDJR5A1000-UU1-1,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E2*2001/116*0314*91,SD,05DV,JL5DA140M500,DACIA,SANDERO,M1,M1,1,1646,1353,102,126,2589,1497,1486,DIESEL,M,1461,70,,,,,,,P,2021,,,
57576782,MT,IP-52D1JLDJR5A1000-UU1-1,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E2*2001/116*0314*91,SD,05DV,JL5DA140M500,DACIA,SANDERO,M1,M1,1,1645,1343,102,126,2589,1497,1486,DIESEL,M,1461,70,,,,,,,P,2021,,,
57576783,MT,IP-MQB27SZ_A3_0549-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1985*07,C1,DLAAACX05,FD7FD7CW0094BI1AAAG,VOLKSWAGEN,T-CROSS,M1,M1,1,1770,1442,112,147,2551,1526,1508,PETROL,M,999,81,,,,,,,P,2021,,,
57576784,MT,IP-MQB27SZ_A1_0549-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDLAA,FD7SFD7CW0094BI3A1AAD,SEAT,ARONA,M1,M1,1,1700,1353,109,135,2552,1505,1485,PETROL,M,999,81,,E9  28 29,,1.9,,,P,2021,,,
57576785,MT,IP-MQB27ZZ_A1_0533-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*1783*22,AW,ABDLAC,FD7FD7CW005N2VR24BI1AA0,VOLKSWAGEN,POLO,M1,M1,1,1660,1335,106,128,2551,1499,1483,PETROL,M,999,70,,,,,,,P,2021,,,
57576786,MT,IP-JDA1M6PT4A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*62,SR,DHE2,M66UA1M0M060,DACIA,DUSTER,M1,M1,1,1734,1413,130,141,2673,1563,1570,PETROL,M,999,67,,E2 E2 29,,1,,,P,2021,,,
57576787,MT,IP-2019_1432-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*09,F2B,OHH7T2,FZAA150C,MERCEDES BENZ,GLA 200,M1,M1,1,2010,1600,130,150,2729,1627,1619,PETROL,M,1332,120,,E1 29,,1.2,,,P,2021,,,
57576788,MT,IP-2019_4001-WME-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2001/116*0413*44,451,53E5X0,ZZBAA20A,SMART,EQ FORTWO,M1,M1,1,1310,1202,0,0,1873,1471,1431,ELECTRIC,E,,60,179,,,,,,P,2021,,,131
57576789,MT,IP-C482_2020_00004-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E13*2007/46*2188*05,DFK,ZTDA1FX,522AP6A1LAC,FORD,KUGA,M1,M1,1,2110,1701,118,143,2710,1596,1580,DIESEL,M,1499,88,,E13 28,,0.8,,,P,2021,,,
57576790,MT,IP-C482_2020_00004-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E13*2007/46*2188*06,DFK,ZTDA1FX,522AP6A1LAC,FORD,KUGA,M1,M1,1,2110,1719,118,144,2710,1596,1580,DIESEL,M,1499,88,,E13 28,,0.8,,,P,2021,,,
57576791,MT,IP-E4YV1-2018-0032,,VOLVO,VOLVO CAR CORPORATION,,E9*2007/46*3146*08,X,XZ72,XZ72VDO,VOLVO,XC40,M1,M1,1,2180,1796,131,157,2702,1601,1626,DIESEL,M,1969,110,,,,,,,P,2021,,,
57576792,MT,IP-0018-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0344*02,XP13MA,NHP13MH,NHP130RCHXNBW4R,TOYOTA,YARIS HYBRID,M1,M1,1,1565,1265,59,76,2510,1485,1470,PETROL,H,1497,54,,,,,,,P,2021,,,
57576793,MT,IP-MQB27SZ_A1_0539-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*28,KJ,XDLAA,FM6SFM6AJ0214BI3A1AAD,SEAT,ARONA,M1,M1,1,1680,1335,109,121,2552,1505,1485,PETROL,M,999,81,,e9  28 29 ,,1.9,,,P,2021,,,
57576794,MT,IP-MQB37SZ_A2_0551-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1552*19,GA,XDPCAF1,FM6FM6C9001RT11A164BIAEM,AUDI,Q2,M1,M1,1,1855,1462,118,133,2589,1547,1538,PETROL,M,1498,110,,E13 29,,1.1,,,P,2021,,,
57576795,MT,IP-03_BU_0233-1C4-1,STELLANTIS,CHRYSLER,FCA US LLC,,E3*2007/46*0300*32,BU,AXN1B,E13AD5,JEEP,RENEGADE,M1,M1,1,1860,1476,129,152,2570,1551,1553,PETROL,M,999,88,,,,,,,P,2021,,,
57576796,MT,IP-DGZEAT84552-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,4,DGZUC1J00,PEUGEOT,3008,M1,M1,1,2270,1931,35,31,2675,1601,1610,PETROL/ELECTRIC,P,1598,133,65,E2 28 29,,1.4,,,P,2021,,,61
57576797,MT,IP-0021-JT_1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*02,AB1,KGB40H,KGB40RAHMGKW2U,TOYOTA,AYGO,M1,M1,1,1240,1019,93,114,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576798,MT,IP-BX72201900007-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3165*05,J2K,B7JB12X,5CFPTNAXMAD,FORD,PUMA,M1,M1,1,1765,1411,68,90,2588,1562,1518,PETROL,H,999,92,,E9  32,,1.3,,,P,2021,,,
57576799,MT,IP-YHS__MB6_5126-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*12,U,D,YHSKR2B700,PEUGEOT,2008,M1,M1,1,1730,1390,98,117,2605,1550,1550,DIESEL,M,1499,81,,E2 28 29,,1.8,,,P,2021,,,
57576800,MT,IP-DGZ___EAT84552-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,4,DGZUC1J000,PEUGEOT,3008,M1,M1,1,2270,1969,35,31,2675,1601,1610,PETROL/ELECTRIC,P,1598,133,65,E2 28 29,,1.4,,,P,2021,,,61
57576801,MT,IP-HNK____MB6_5421-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*13,U,S,HNKKR1B400,PEUGEOT,2008,M1,M1,1,1710,1350,105,123,2605,1550,1550,PETROL,M,1199,74,,E2 29,,1.3,,,P,2021,,,
57576802,MT,IP-A03A5MT_2_15_00-MMC-1,RENAULT-NISSAN-MITSUBISHI,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD,,E1*2007/46*0951*12,A00,A0411,ACBBA5B5BAAA,MITSUBISHI,SPACE STAR,M1,M1,1,1340,1062,108,121,2450,1430,1415,PETROL,M,1193,59,,,,,,,P,2021,,,
57576803,MT,IP-J11A1DZP6DA7_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*05,J11,F,F12,NISSAN,QASHQAI,M1,M1,1,1825,1522,127,147,2646,1560,1560,PETROL,M,1332,116,,,,,,,P,2021,,,
57576804,MT,IP-HMH_MA5_5310-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*13,U,P,HMHDJ1B500,PEUGEOT,208,M1,M1,1,1510,1176,94,119,2540,1500,1500,PETROL,M,1199,55,,E2  28 29,,2,,,P,2021,,,
57576805,MT,IP-A03A5MT_2_15_01-MMC-1,RENAULT-NISSAN-MITSUBISHI,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD,,E1*2007/46*0951*15,A00,A0411,ACBBA5C5CAAA,MITSUBISHI,SPACE STAR,M1,M1,1,1340,1062,108,116,2450,1430,1415,PETROL,M,1193,52,,E1 29,,0.8,,,P,2021,,,
57576806,MT,IP-A03ACVT_2_15_00-MMC-1,RENAULT-NISSAN-MITSUBISHI,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD,,E1*2007/46*0951*13,A00,A0411,AEBCCCB5BAAA,MITSUBISHI,SPACE STAR,M1,M1,1,1370,1091,106,127,2450,1430,1415,PETROL,M,1193,59,,,,,,,P,2021,,,
57576807,MT,IP-19_FK6_0027-JHM-1,TESLA,HONDA MOTOR CO,HONDA MOTOR CO LTD,,E6*2007/46*0256*06,FK,FK605,3,HONDA,CIVIC,M1,M1,1,1775,1438,110,137,2697,1537,1565,PETROL,M,988,93,,E6 E6 28,,1,,,P,2021,,,
57576808,MT,IP-050664-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0121*00,BC3,B5P71,M62CZ4,HYUNDAI,I20,M1,M1,1,1620,1282,67,81,2580,1531,1536,PETROL,H,998,74,,,,,,,P,2021,,,
57576809,MT,IP-050056-KNA-01,KIA,KIA,KIA CORPORATION,,E5*2007/46*1078*03,JA,F5PA1,A52DZ1,KIA,PICANTO,M1,M1,1,1415,1099,103,123,2400,1390,1402,PETROL,M,1197,62,,,,,,,P,2021,,,
57576810,MT,IP-033120260-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*59,312,AYD1B,E25CM,FIAT,500,M1,M1,1,1360,1166,62,83,2300,1413,1407,PETROL,H,999,51,,E3 E3 33,,1.3,,,P,2021,,,
57576811,MT,IP-050665-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0121*00,BC3,B5P71,D71CZ4,HYUNDAI,I20,M1,M1,1,1650,1308,70,82,2580,1531,1536,PETROL,H,998,74,,,,,,,P,2021,,,
57576812,MT,IP-HMH___MA5_5310-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*13,U,P,HMHDJ1B500,PEUGEOT,208,M1,M1,1,1510,1176,94,119,2540,1500,1500,PETROL,M,1199,55,,E2  28 29,,2,,,P,2021,,,
57576813,MT,IP-0000501-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1918*10,G5X,TA62,IAA50900,BMW,X5 XDRIVE45E,M1G,M1G,1,3150,2673,40,30,2975,1678,1698,PETROL/ELECTRIC,P,2998,210,235,,,,,,P,2021,,,84
57576814,MT,IP-41307-TSM-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,,E4*2007/46*0928*06,LY,DD1S,MT,SUZUKI,VITARA,M1,M1,1,1770,1364,73,90,2500,1535,1505,PETROL,H,1373,95,,,,,,,P,2021,,,
57576815,MT,IP-MQB37SZ_A2_0567-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1552*19,GA,XDPCAF1,FD7FD7CW002RT11A174BIAEM,AUDI,Q2,M1,M1,1,1870,1498,116,139,2589,1547,1538,PETROL,M,1498,110,,E13 29,,1.1,,,P,2021,,,
57576816,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,M",MXPH11(H),MXPH11R-BHXNBW(4A),TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1498,68,,E6 28,,0.8,,,P,2021,,,
57576817,MT,IP-0018-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0344*02,XP13MA,NHP13MH,NHP130RCHXGBW4R,TOYOTA,YARIS HYBRID,M1,M1,1,1565,1276,64,78,2510,1465,1455,PETROL,H,1497,54,,,,,,,P,2021,,,
57576818,MT,IP-2019_4001-WME-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2001/116*0413*45,451,53E5X0,ZZBAA21A,SMART,EQ FORTWO,M1,M1,1,1310,1202,0,0,1873,1471,1435,ELECTRIC,E,,60,179,,,,,,P,2021,,,131
57576819,MT,IP-FFB1NBPTL4C000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0546*23,RFB,LF2,NB6UC3400100,RENAULT,MEGANE,M1,M1,1,1829,1492,126,135,2711,1574,1577,PETROL,M,1332,103,,E9 E9 29,,1.1,,,P,2021,,,
